brand,model_year,milage,transmission_num,price
35,2018,63250,7,32000
26,2018,67000,6,39500
13,2016,148000,6,8500
13,2009,166200,4,9500
13,2020,67400,10,37500
13,2016,120000,6,36000
23,2014,119850,6,19500
21,2014,55000,5,29500
4,2007,170000,6,7000
13,2018,23152,6,28300
38,2016,67874,5,13500
4,2020,5040,8,34999
35,2008,93000,6,22000
7,2009,163000,6,8500
8,2002,87500,5,31995
14,2013,110000,6,28000
35,2015,51890,6,75000
3,2022,7388,8,69000
4,2013,111000,6,17500
13,2007,99700,6,15900
42,1999,13700,6,59000
25,2020,41500,8,49950
42,2014,60000,7,23950
13,2018,65000,6,49700
52,2015,65000,6,31000
6,2019,46250,9,44249
13,2021,31598,10,53568
13,2021,45000,10,52000
13,2017,99600,8,14311
16,2014,85275,5,6299
7,2017,16000,8,22000
4,2005,127273,6,5995
27,2008,68000,6,19900
26,2011,95000,6,12000
8,2015,130000,6,16750
33,2021,16107,6,54490
21,2003,103400,5,15300
1,2021,38000,8,45999
42,2019,91491,6,17000
3,2019,41500,8,43500
4,2019,53550,6,32750
35,2006,150000,7,7500
3,2011,125470,6,9000
42,2016,60000,8,22500
13,2023,1400,10,72900
35,2017,90000,8,20900
13,2016,68750,6,14500
13,2011,162000,6,11000
52,2019,117000,6,38400
35,2019,23344,8,54900
30,2005,119000,6,9999
4,2016,123500,6,12990
3,2020,35000,8,60500
49,2017,36000,6,28500
25,2003,170000,6,3000
13,2002,110000,6,5000
10,2004,120000,4,4000
17,2004,150000,4,9500
3,2018,42500,7,45750
8,2007,148000,6,12800
8,2020,19200,8,70000
24,2007,77300,6,21500
7,2019,27214,6,35750
7,2014,89700,6,15000
25,2019,59271,9,64995
4,2009,106731,6,20000
25,2019,40950,8,57000
19,2018,23162,7,39750
25,2023,4126,8,109900
10,2002,232492,6,4000
4,2001,131000,5,12500
25,2023,2800,8,59900
52,2007,142792,5,9400
52,2014,173452,6,22500
8,2015,26000,6,47000
52,2016,75151,5,18200
42,2016,31000,7,134999
45,2022,27000,8,44495
6,2010,134602,6,8900
27,2018,67500,10,15000
26,2019,36000,6,54000
13,2008,181830,6,12700
52,2008,150900,5,9985
26,2010,27000,6,28000
0,2014,84129,6,41999
52,2010,156856,6,12900
53,2015,106000,6,12000
21,2008,153692,4,41999
35,2022,2000,7,244896
3,2014,72922,7,16998
16,2008,114528,6,6000
19,2011,107380,7,17500
13,2008,207100,6,15500
35,2007,98650,7,12975
52,2007,229000,6,19395
13,2017,169000,6,18000
41,2007,81327,4,5800
42,2021,22000,8,110000
13,2011,187000,6,8500
25,2017,50340,8,38900
49,2014,98311,6,10200
4,2016,57939,8,34950
13,2019,162000,6,13000
25,2019,34000,6,48500
47,2008,123815,6,11200
13,2020,48000,6,41999
35,2016,6400,7,36499
13,1997,267000,5,5999
3,2017,59500,6,35500
35,2019,39000,9,43000
21,2016,107800,5,30000
19,2017,98413,7,18500
52,2015,26468,6,18987
13,2016,156453,6,40000
37,2009,138700,5,5000
25,2012,115550,6,17500
8,2004,285000,6,7350
19,2014,91239,6,15995
3,2016,96000,8,25500
27,2021,38400,6,37300
42,2016,64800,8,14999
26,2012,100574,6,8999
10,2007,138415,5,10300
3,2017,44000,7,25900
3,2015,99982,8,12500
42,2007,72500,6,21000
8,2022,1400,6,52000
26,2012,130000,6,7500
18,2018,96473,8,14599
35,2012,47000,7,23300
52,2012,152665,6,14500
23,2011,181870,6,4500
5,2007,61300,6,35200
26,2002,97300,5,13000
35,2015,47000,7,34000
35,2021,41500,7,38000
8,2017,105667,6,15000
19,2019,62285,7,22999
13,2014,60109,6,7100
35,2021,63000,9,62000
45,2016,16000,8,49999
4,2015,37200,7,29900
13,2020,28260,10,68420
42,2016,73500,8,27500
13,2022,39000,10,45999
35,2018,48000,9,29500
35,2015,60000,6,18000
26,2015,110000,8,19500
54,2006,199000,6,5990
35,2016,101900,7,26999
10,2010,106000,6,10400
42,2005,52044,6,13000
21,2022,17000,8,47000
8,2010,150000,6,9000
19,2012,67874,6,19000
10,2005,134000,4,7900
8,2020,46000,8,57300
8,2007,87500,6,16750
33,1999,124000,5,6699
7,2011,143000,6,43000
8,2016,67500,6,32500
3,2018,54500,6,41500
3,2012,77000,8,17999
4,2014,58664,6,27000
43,2021,5200,8,56000
4,2017,59203,8,17000
26,2009,13250,6,69500
49,2010,104000,6,23500
7,2018,70500,8,21500
4,2004,54000,6,28000
26,2018,14000,5,34900
35,2019,40000,7,33000
10,2020,25918,8,37000
3,2015,109580,7,7000
25,2015,65019,8,34500
4,2021,45303,6,46900
35,2021,15443,6,94000
4,2018,27981,8,66400
20,2019,28200,8,54900
13,2015,163000,6,17000
13,2017,161000,6,23000
7,2019,54002,6,27000
7,2018,97000,10,36000
4,2020,34000,8,79950
42,2021,30000,6,145000
52,2018,45303,6,25900
20,2008,80000,6,13000
13,2018,12500,6,60999
8,2022,28000,8,34999
4,2020,28600,6,59950
13,2022,12000,8,76000
4,2014,63300,6,24900
13,2010,166200,6,6500
4,2007,23850,6,10299
4,2008,19600,6,5500
13,2018,51808,6,52500
3,2015,123200,8,15000
26,2015,129567,6,10995
13,2018,53100,6,21900
4,2013,84709,6,16500
4,2016,1023,6,87500
27,2016,72000,6,16000
3,2018,49650,8,30500
15,2023,1150,8,53900
4,2014,65800,6,14000
3,2019,54700,7,23950
13,2017,53000,7,57000
8,2002,95450,4,15900
35,2015,61675,7,17800
37,2003,145000,5,8250
42,2019,9500,6,26990
35,2021,39000,9,54995
8,1998,92700,5,17995
23,2015,68200,6,12500
3,2006,69300,6,14995
42,2015,24900,8,58000
25,2020,26520,8,76500
1,2017,37800,6,26000
35,2014,58375,7,25000
8,2018,35003,6,55600
19,2016,69000,7,66400
16,2005,119900,6,6348
52,2019,55000,8,29000
35,2016,59000,7,25000
16,2017,95115,6,20900
13,2023,6640,10,65990
13,2006,170000,5,6100
13,2016,63398,6,16700
4,2005,117000,8,28000
14,2016,106335,6,23500
35,2018,61773,9,35750
42,2013,64600,6,72995
35,2015,66000,6,28900
27,2019,141195,10,43860
13,2014,47144,6,36750
19,2015,106000,7,21000
38,2007,94500,6,3550
13,2017,71000,6,20500
37,2002,123112,5,11500
26,2020,39000,8,25000
16,2011,102000,6,11900
4,2008,60255,6,22500
18,2013,198000,6,13999
21,2013,69764,5,16000
42,2018,18000,7,113000
10,2023,167300,8,64990
26,2018,53500,8,25900
3,2015,77000,8,14950
0,2012,76474,6,21999
54,2018,75000,8,32500
4,2016,117660,8,68000
4,2009,127500,6,15000
35,2015,67280,7,18700
8,2016,160000,6,19500
19,2020,28600,6,45000
49,2018,89148,6,25000
52,2010,98700,6,13000
52,2017,162000,6,16000
25,2020,29850,8,84995
14,2021,45617,10,42000
21,2019,44000,8,45500
3,2023,1798,8,47000
13,2020,52000,10,49000
52,2010,149000,4,7200
26,2017,59419,8,31000
7,2021,26000,10,33000
14,2020,35515,10,63997
52,2023,1500,6,66000
25,2020,20472,8,109900
8,2017,85385,6,10900
8,2023,1160,8,33500
26,2018,65900,6,28000
53,2013,76000,6,22500
42,2019,40000,8,27900
13,2011,69500,6,37000
26,2008,113000,8,42950
13,2012,68200,6,12500
42,2008,67500,7,32500
19,2011,14900,7,38500
14,2022,28500,10,63999
52,2014,245000,6,6450
27,2021,24500,10,68500
5,2017,16100,8,82000
35,2019,225000,9,32500
3,2016,65800,8,26999
10,2002,121964,8,7999
25,2018,44000,8,51000
25,2012,116157,6,6500
8,2020,52000,10,50000
42,2015,62500,6,19900
48,2013,98528,6,7500
23,2011,11649,6,21000
8,2010,80000,6,18000
4,2015,72865,8,34000
8,2011,162750,6,18900
26,2023,1800,7,99750
26,2001,122000,6,4300
13,2017,80000,6,35000
8,2018,38150,10,28000
35,2012,84450,6,19000
25,2012,125000,6,12000
10,2003,227000,5,14000
42,2015,36670,7,45999
35,2018,22000,9,78000
13,2010,103000,6,12900
13,2018,74500,10,18900
35,2019,49500,9,33500
13,2011,92671,6,55000
35,2012,93000,7,14900
42,2008,157000,6,10500
42,2023,13700,8,60995
35,2019,60000,9,45000
3,2018,63398,8,25950
8,2013,96653,6,18500
4,2019,22800,6,44600
4,2020,39300,6,57000
35,2011,137333,7,10000
42,2014,6200,7,79950
20,2022,2950,6,94999
42,2009,26021,6,75499
37,2020,27300,8,22500
38,2015,111000,6,10000
13,2005,143000,6,15999
35,2015,67482,7,19780
4,2013,92008,8,14999
35,2012,97000,7,15900
52,2016,47000,7,32500
13,2002,63250,5,18000
26,2014,68871,6,20995
13,2017,66500,6,33000
13,2016,67500,6,27500
26,2021,28800,8,52590
35,2007,150000,7,9900
52,2016,166549,6,23500
13,2017,73948,6,17550
42,2022,2100,6,83900
33,2014,69771,6,19000
35,2016,110000,7,19998
53,2011,170000,6,4000
10,2018,29475,8,69900
8,2016,11250,8,112000
30,2006,95000,6,8700
4,2008,126000,6,12900
42,2019,47839,8,61599
19,2010,150000,6,10500
35,2017,47000,9,65000
13,2009,149000,6,4500
49,2015,93500,6,16995
8,2018,23000,6,57000
38,2011,135000,6,10000
35,2015,72000,7,17500
8,2021,13500,6,50000
0,2015,198000,6,23500
42,2015,52000,6,68000
3,2017,56000,8,44870
13,2005,87500,4,19500
8,2023,2500,8,85000
4,2020,4753,8,29000
25,2019,59271,6,60500
4,2010,64600,6,22999
25,2008,110000,6,6000
7,2012,101900,6,12000
25,2020,37248,6,63997
3,2015,98400,8,17000
18,2010,123921,6,6950
25,2011,123815,6,7000
52,2020,56300,6,40500
42,2014,82900,6,5199
13,2016,68750,6,24500
4,2012,66500,8,21500
8,2017,230000,6,24000
35,2020,3400,8,55000
13,2019,67500,10,39500
35,2019,49400,9,74500
38,2012,128000,6,9900
38,2008,170000,6,6500
13,2012,44168,6,15550
19,2017,60000,7,34000
20,2019,28200,8,38500
4,2023,9500,8,69900
16,2008,63257,6,15999
31,2013,76000,8,15900
3,2022,3811,8,82000
13,2012,95570,6,15999
26,2014,95500,6,21000
23,2015,86121,6,17000
7,2017,70891,6,29500
8,2017,53452,6,20995
26,2020,48000,6,49900
37,2001,97726,4,9995
13,2020,97726,6,35899
4,2023,2425,8,96998
52,2014,119850,6,10500
8,2007,86860,4,39000
38,2015,76000,6,15500
8,2020,45468,10,37500
4,2022,27989,8,39500
8,2018,9500,6,66500
4,2018,37000,7,47995
4,2018,74000,8,23000
4,2007,90347,6,15499
3,2018,73350,8,29500
38,2018,54423,7,37999
26,2005,215000,6,9500
24,2016,89500,5,22000
4,2011,53500,6,27700
13,2016,89563,6,19470
8,2016,49279,6,25500
35,2017,31850,7,55600
42,2016,51300,6,26450
18,2015,60345,6,26950
26,2016,134000,6,20499
26,2008,196000,6,10000
52,2001,122000,4,4500
52,1996,170000,4,16500
19,2011,149800,7,14500
8,2021,12800,8,89900
7,2013,116500,6,59000
20,2020,38000,8,56900
3,2018,23827,8,36495
52,2016,128000,5,26000
52,2017,117000,6,20499
3,2016,72922,6,31000
4,2019,28000,8,68000
53,2016,127770,6,17000
25,2012,120000,6,10000
18,2022,12500,6,45000
14,2018,96000,8,40000
35,2007,184700,7,12000
13,2022,162000,10,39777
13,2018,110000,6,26500
7,2016,92000,8,30000
42,2009,13500,6,75499
21,2017,119000,9,13450
4,2011,135000,8,9985
26,2015,77300,6,17999
14,2021,73091,10,53950
35,2018,62000,7,30000
13,2020,44000,10,50000
8,2011,102000,6,4500
42,2010,58000,7,19000
10,2005,111000,5,13000
10,2007,199000,5,7495
21,2004,122961,5,10900
4,2015,57300,6,41500
8,2015,92861,6,14500
52,2004,173452,5,12500
4,2007,90347,6,12000
13,2021,25250,6,95000
18,2018,72700,6,15499
35,2021,28800,7,36800
43,2022,11459,8,29900
26,2020,54300,8,42000
4,2023,15200,8,52000
23,2013,109580,6,13450
35,2014,47000,7,49750
3,2018,26000,6,32000
35,2022,9472,8,399900
4,2018,62500,6,33000
35,2019,8583,6,79900
35,2016,83500,7,24995
19,2020,51300,7,31953
25,2011,119000,6,26000
43,2019,49583,8,45023
42,2008,153332,5,9000
35,2020,42200,9,32000
5,2016,27404,8,54900
35,2011,81696,7,13310
13,2018,58000,6,27500
42,2020,20000,8,74999
3,2019,38360,8,29500
13,2020,32500,10,32500
4,2018,67000,8,55000
13,2018,44460,10,42900
49,2016,84352,6,24850
13,2018,92000,6,28000
37,2001,78007,4,12499
43,2020,45000,8,44000
25,2020,79000,6,469900
35,2018,54423,6,67250
35,2009,70000,7,12000
13,2012,152000,6,15000
4,2011,134000,6,9900
21,2013,118500,6,7000
13,2017,25240,6,46500
35,2017,60000,7,24000
23,2013,103000,6,8500
21,2009,173452,6,11500
25,2016,61000,8,29000
42,2014,45203,7,9995
52,2009,136400,6,12000
14,2023,1500,10,75000
13,2023,2800,10,59000
35,2016,22200,6,43900
4,2020,10558,8,57999
4,2004,175722,5,7200
3,2021,78100,8,62425
3,2015,76465,6,25650
13,2018,53814,10,27500
43,2020,33499,9,45950
3,2015,52000,8,19000
42,2021,1500,8,67900
4,2017,29850,6,34999
13,2016,111000,6,13500
35,2017,73000,6,38000
26,2015,61773,6,25000
16,2008,162000,5,12500
13,2018,67500,6,23995
4,2012,67000,6,29800
3,2012,122600,6,12000
4,2019,35566,8,41900
42,2008,63250,6,21500
35,2015,95500,7,17000
15,2022,12900,8,47000
13,2017,65441,6,36000
26,2018,132200,6,26900
3,2017,80300,7,27000
35,2018,63160,7,20900
4,2013,126700,6,19500
35,2020,25882,7,49999
4,2011,106500,6,15999
35,2016,49000,7,55000
26,2014,148377,6,10995
4,2006,123000,6,15000
13,2021,28220,10,89995
13,2005,215000,5,9900
4,2016,33705,8,28900
8,2020,51300,10,79950
52,2017,100900,6,29998
4,2015,59338,8,20999
19,2021,16000,8,99000
42,2015,77800,7,20000
13,2013,105000,6,19550
23,2016,87500,6,28499
3,2021,15000,8,91000
25,2023,1400,6,124900
35,2019,28470,9,76500
8,2006,169000,6,19500
13,2022,16850,6,59900
20,2018,67500,8,28000
25,2016,38718,9,21990
14,2011,11563,6,9500
35,2012,51855,6,37950
10,2007,201509,4,16000
13,2018,67000,10,37999
27,2016,110900,6,24500
20,2017,34150,8,60500
19,2020,64000,7,66200
3,2019,59500,8,67190
31,2018,44000,6,22999
21,2006,152000,4,12000
12,2017,2250,7,108000
19,2012,70000,7,14300
35,2009,130000,7,22500
26,2015,87600,8,29994
30,2009,97395,6,14500
13,2016,97700,6,41500
19,2014,61117,7,20599
18,2013,60000,6,16500
35,2018,40000,7,44000
4,2018,66500,6,20900
8,2014,62950,6,23995
13,2013,101750,6,16700
14,2016,61595,6,17000
4,2023,3400,8,75000
6,2006,71000,6,19000
42,2016,62950,5,29995
3,2022,14700,6,42999
52,2010,51500,6,15000
29,2011,52500,8,28000
10,2006,114000,4,12000
13,2012,161000,6,19000
35,2014,124756,7,25900
35,2015,15000,7,29900
3,2005,81327,6,3500
26,2012,119750,8,14990
42,2020,7800,8,37500
33,2009,109000,5,13800
42,2014,27214,8,26999
5,2018,32500,8,95000
52,2017,164500,6,16500
4,2023,18500,6,93500
13,2019,65900,10,29975
33,2008,141500,6,7000
52,2008,57852,5,13980
35,2020,39800,7,86900
0,2009,65750,6,18750
25,2017,51300,6,29900
48,2011,103400,6,9000
53,2013,96000,6,10500
31,2014,73000,6,13000
13,2019,92000,10,34900
38,2012,124667,6,12350
3,2021,12000,8,43000
30,2011,49750,6,21995
13,2020,53500,10,35850
8,2022,8500,6,39500
3,2021,24158,8,83000
3,2014,89600,6,10950
49,2005,110000,6,9000
42,2010,56985,6,95580
8,2017,74000,6,20000
7,2016,77945,8,40100
3,2015,71280,6,28000
35,2005,56000,6,4800
8,2021,5400,8,30825
8,1998,95200,6,10900
21,2020,76000,9,25500
8,2021,4500,8,76700
13,2019,22000,6,125900
5,2013,71400,6,30500
27,2017,36000,6,22000
13,2012,59000,6,32000
52,2016,18385,8,81900
3,2018,23600,6,39000
4,2018,39000,6,52000
8,2016,122971,6,12995
4,2017,48291,8,23300
4,2014,73043,8,30999
42,2020,12088,8,66000
8,2012,43000,7,35000
3,2019,82000,6,18000
53,2011,150000,6,8250
35,2016,79800,7,35750
4,2016,69764,6,15700
21,2022,16500,8,50000
35,2015,88000,7,15500
4,2002,46000,5,40000
25,2019,77690,8,50000
27,2008,142215,4,4999
35,2018,67482,9,22999
43,2022,120000,10,73995
52,2006,159890,5,8500
35,2022,10500,7,74000
26,2003,80000,4,6800
13,2019,17500,10,46900
9,2013,134000,6,9500
26,2016,120000,8,20000
35,2017,9281,9,46000
25,2023,12500,6,53600
35,2019,49899,7,57500
13,2011,50000,6,14500
4,2008,132500,6,15000
8,2017,80000,6,37000
14,2015,116210,6,18700
42,2012,77000,6,14000
21,2013,2013,6,36950
8,2015,161000,6,19500
13,2017,101387,6,23500
37,2008,140450,5,11000
8,2016,44000,6,53722
54,2023,12771,6,85950
8,2007,101900,6,4000
17,2006,16000,4,22500
52,2014,174678,6,32000
42,2014,56985,7,52000
7,2021,19250,10,103500
38,2013,135140,6,20900
35,2020,14220,9,27999
26,2006,119850,6,9999
42,2013,84500,7,16000
38,2003,150000,5,6730
42,2006,150000,6,10500
19,2011,90000,7,14000
10,2007,187000,4,5995
35,2015,54500,7,37000
43,2019,52500,8,34000
3,2019,50400,8,28500
35,2021,26000,6,29800
3,2022,10900,6,41900
18,2010,98528,6,8950
8,2008,129567,4,5995
35,2017,66500,7,32000
3,2017,71280,8,21000
35,2013,96000,6,12700
3,2018,67000,8,36000
38,2019,67800,7,40500
13,2018,115000,6,40200
7,2016,87892,6,21000
3,2018,10500,8,99999
26,2008,88600,8,4200
35,2007,124900,7,7950
13,2018,48000,10,32300
4,2018,52000,6,39000
4,2018,57550,6,18051
1,2017,37045,8,29500
35,2017,73500,7,30000
3,2014,102000,7,22000
8,2022,2100,6,78500
8,2006,67500,4,20000
35,2008,56000,7,5900
23,2019,41000,8,17900
8,2022,8974,10,47500
43,2019,54225,8,42500
35,2015,117000,7,15900
49,2017,77000,6,26500
52,2016,124250,5,18999
52,2016,117878,6,68750
41,2005,134033,6,7200
13,2021,9281,10,37300
38,2014,82900,5,12500
3,2022,22800,1,59750
52,2016,208321,6,10299
21,2020,54000,8,26500
4,2018,76009,8,26450
4,2011,174678,6,5800
8,2017,54000,6,17500
0,2012,156875,6,13500
35,2017,16700,7,32000
7,2013,67000,6,32000
4,2019,40000,6,72900
38,2009,14684,6,185500
4,2014,96275,6,34999
13,2009,112465,6,12000
26,2015,77000,6,19780
26,2018,72900,6,40500
8,2007,173452,6,13000
13,2009,170000,6,7500
13,2016,101000,6,15500
5,2023,1335,8,184606
25,2017,48000,8,30000
42,2011,38000,6,57999
27,2016,58060,6,26000
42,2015,19000,7,51000
38,2012,132269,6,23000
27,2016,39000,6,31000
3,2022,28000,8,52000
3,2019,54700,6,26999
26,2015,103000,8,24000
23,2015,86300,6,15051
42,2016,98000,7,20000
8,2019,12500,6,39900
43,2017,87768,6,30000
4,2019,72700,6,33995
38,2008,140000,6,4500
42,2015,135484,8,12749
30,2010,132900,6,16500
13,2012,62950,6,22000
13,2021,48000,10,27499
21,2020,53401,8,32000
8,2019,24882,6,46500
0,2018,6900,10,34500
13,2021,2905,10,32000
21,2014,57237,5,15000
19,2017,71097,7,27500
53,2018,58000,6,23000
8,2015,98413,6,27000
42,2023,16478,8,165000
13,2021,18500,10,62000
2,2007,123250,6,8900
42,2013,134000,8,67000
3,2018,52000,6,25000
4,2022,14684,8,45999
42,2017,18494,7,25099
14,2021,7600,6,61900
31,2014,80500,6,35500
27,2015,87500,6,17900
21,2007,118600,4,9900
13,2011,187883,10,9000
10,2006,45000,4,4500
25,2021,1500,8,95500
13,2013,110000,6,16490
25,2023,2950,8,115999
19,2017,8228,8,24000
3,2016,72393,8,28000
23,2019,48780,8,38880
3,2012,125000,6,17900
35,2013,72900,7,15000
19,2020,38000,1,41000
8,2017,72900,6,20500
8,2017,53433,6,33000
42,2012,77945,6,13750
35,2015,57800,6,27899
13,2007,88883,6,8800
25,2011,84500,8,7850
25,2020,2220,8,139500
31,2016,92000,6,24500
14,2016,92671,6,14000
35,2023,12055,6,92500
4,2019,26000,7,49900
35,2022,22480,8,85500
35,2018,25000,9,31000
4,2014,53600,8,27500
49,2018,41500,6,5750
10,2005,136731,4,16500
52,2015,71000,6,19000
13,2016,85500,6,23500
42,2016,21000,7,71000
3,2008,26500,6,55000
25,2020,29500,8,45000
3,2020,43277,6,31000
13,2021,48613,10,32500
35,2018,63500,7,82500
4,2015,31500,6,85000
35,2018,41500,9,39750
23,2021,37500,8,42599
25,2007,170000,6,6000
8,2017,36500,6,25500
35,2021,26293,9,68995
9,2012,111000,6,7900
13,2021,48000,10,47800
13,2019,10500,6,49999
25,2016,62500,6,31450
35,2023,8681,9,169000
8,2019,13600,8,47500
19,2023,1160,7,68000
4,2017,98600,8,31000
35,2017,33000,7,29999
4,2009,98413,6,10500
4,2012,111000,7,27000
42,2016,12500,7,112500
13,2020,25300,10,130000
4,1997,102200,5,10200
13,2015,68750,6,23000
53,2018,28470,7,34700
3,2018,40000,6,31000
10,2016,69100,8,19800
3,2014,71964,7,23000
42,2022,13692,8,74900
19,2017,2950,6,19190
42,2014,54000,6,19000
13,2017,52044,6,31500
13,2019,54000,6,33500
26,2015,51354,6,20995
13,2022,10900,8,98000
8,2016,87500,4,22000
21,2020,53401,8,39500
25,2012,106000,6,15000
21,2014,115600,5,16000
10,2004,140000,4,4000
27,2008,137000,5,4000
42,2002,65750,6,40250
35,2014,43690,7,23000
13,2020,81000,6,58500
4,2011,117000,6,30000
8,2010,160000,5,7495
38,2014,161894,6,17000
3,2015,63300,8,24000
8,2015,139000,6,13490
4,2016,107579,6,32000
17,2001,57619,4,13000
8,2023,17500,8,74900
8,2022,12000,10,89000
25,2005,95500,6,6099
13,2021,18000,10,38000
26,2003,123921,4,9650
52,2007,122000,5,7750
21,2013,97615,6,16750
20,2017,84786,8,29000
27,2003,142215,5,6000
4,2021,38000,6,226000
26,2016,52000,8,25000
21,2015,161000,6,8500
42,2011,27600,7,27000
8,2010,16000,6,29800
21,2005,70780,5,10500
3,2008,49400,7,46000
10,2022,12000,6,49995
35,2020,34300,8,49883
52,2020,28200,6,37500
25,2016,26000,6,28500
52,2020,17000,6,47000
14,2019,69205,6,71000
13,2018,45578,10,35000
18,2016,130000,8,19500
18,2015,90305,8,12000
35,2017,41200,7,57850
3,2012,56675,8,21500
26,2017,97097,6,18750
9,2006,152000,5,5500
13,2017,102000,6,13000
25,2019,52500,8,47000
3,2019,23600,8,44000
35,2016,6600,7,45999
4,2008,113500,8,11000
13,2001,217500,4,5900
35,2016,41000,7,144900
3,2012,150000,6,8000
7,2006,105760,6,6750
25,2019,17500,8,55000
3,2012,69700,6,21500
52,2001,131800,4,4300
43,2013,72700,7,24950
19,2013,99000,7,24900
23,2019,66100,6,18200
14,2022,37000,10,38500
3,2016,69764,7,29950
3,2019,40000,7,31000
38,2007,185000,6,5900
4,2008,70582,6,34000
3,2018,63400,6,42950
25,2014,136500,6,18000
1,2017,36311,8,39900
3,2022,10400,8,45950
21,2013,165000,5,4000
35,2019,79000,9,69000
30,2021,46000,6,43500
14,2019,51808,6,42500
4,2015,119000,8,12000
4,2014,56650,6,18800
26,2017,55018,6,37000
19,2017,26500,7,68000
4,2014,94500,6,11970
25,2016,60000,6,19500
24,2017,2350,7,115000
4,2021,7500,8,489000
13,2019,52000,6,50000
43,2020,46891,8,31000
3,2012,87000,6,18000
8,2023,600,6,43000
15,2023,11400,8,68500
13,2019,52675,6,24995
14,2021,23400,8,35200
25,2014,134000,6,15000
35,2017,28663,7,27750
18,2010,111000,6,6900
35,2014,93400,7,16500
35,2018,40000,7,64000
8,2019,91700,6,32324
25,2012,95212,6,18000
3,2018,60000,7,24000
33,2014,71000,6,20000
25,2023,4126,6,117500
25,2019,81696,8,24899
52,2021,27000,6,44000
21,2020,49990,8,37000
4,2013,116612,6,11400
35,2022,11000,8,99000
42,2007,42635,6,50000
42,2016,72500,7,19425
38,2017,80200,7,19995
35,2018,70579,7,28900
13,2013,77300,6,15750
4,2016,70500,7,68995
35,2017,32936,7,91000
21,2021,29000,8,41000
52,2004,119950,4,19500
27,2008,141800,4,3950
26,2021,1315,6,16488
42,2023,10000,8,95500
49,2020,32250,6,68500
42,2018,45000,7,49999
0,2020,13000,9,33999
8,2015,89700,6,27950
13,2013,114000,6,12950
13,2013,135000,6,12500
7,2019,54000,6,23000
26,2017,46150,8,31000
42,2014,208864,6,16500
3,2012,64500,8,6700
4,2001,41500,8,7950
42,2018,26000,8,72950
19,2022,20220,7,86999
13,2015,112000,6,10900
11,2016,48500,6,36500
9,2010,171000,6,5800
8,2021,9000,8,68000
53,2016,83150,8,19500
35,2015,46200,7,74900
35,2016,120000,7,33000
35,2014,82046,7,14999
35,2016,120000,7,45950
35,2020,22000,9,55000
26,2022,20200,6,4399
42,2016,86500,6,15000
13,2018,1025,10,35999
3,2019,59500,6,35850
35,2016,82900,7,21000
4,2016,73500,6,30500
13,2011,106000,6,19500
52,2019,45973,6,45500
4,2020,12500,8,41900
4,2009,7982,6,13850
4,2015,98000,7,34000
8,2019,110503,6,18500
14,2015,66500,6,12500
3,2013,108000,6,12000
47,2017,81000,6,16500
3,2013,122200,8,18987
0,2017,48210,9,24999
31,2022,3721,6,78900
13,2017,52060,6,31300
13,2017,32000,6,30000
0,2003,167000,6,9499
0,2017,36000,9,26000
5,2021,12000,8,43000
35,2014,49700,7,25500
13,2022,207100,10,37500
7,2005,79876,6,19998
52,2018,20500,5,66900
8,2016,75151,6,19500
25,2012,106731,6,15500
52,2011,157530,6,14995
53,2016,633,6,220000
41,2004,64000,4,12000
8,2007,87888,6,17000
4,2015,19200,7,19500
42,2023,9000,7,69500
53,2016,90601,6,17500
42,2018,51000,7,102000
52,2010,78007,6,14000
4,2023,55400,8,51999
42,2001,46508,5,15000
52,2019,62200,8,62000
13,2020,92000,10,30000
4,2011,120000,8,6900
38,2017,85766,6,20000
21,2014,87250,6,19000
35,2009,125575,5,7850
25,2016,50000,8,25000
8,2004,97800,6,18500
20,2018,19000,8,95000
14,2016,116320,6,29000
8,2020,89000,10,32300
3,2012,125575,6,8900
54,2018,65019,8,23950
38,2017,87248,6,18999
4,2016,73000,8,23000
13,2020,52500,6,41000
0,2008,41059,6,22450
17,2007,170000,4,6500
43,2021,14442,8,42000
42,2017,62200,7,26900
35,2021,28000,9,64000
13,2022,134000,10,69900
8,2013,125000,6,10500
4,2017,89352,8,24999
13,2023,2550,10,44495
18,2013,60000,6,16600
35,2014,50000,7,23500
14,2016,160900,6,15500
38,2014,143250,6,4900
8,2021,9111,8,33500
8,2000,249000,4,7500
8,2019,92671,6,34000
4,2018,28800,8,27000
26,2023,490,10,131999
42,2016,50000,7,49500
4,2014,59271,6,24900
4,2015,78414,8,32500
33,2003,183000,5,19395
13,2005,157500,5,3750
3,2015,76500,8,19999
8,2016,90000,6,14000
25,2021,25250,8,46900
38,2017,52000,7,42000
9,2008,123500,4,5500
43,2012,129355,4,9975
8,2012,152000,6,8500
8,2010,267000,5,6000
35,2020,76422,9,35800
13,2009,75151,6,84995
0,2014,103814,6,16770
35,2017,44000,9,28000
25,2012,103000,8,25500
13,2016,60109,6,11495
8,2016,150000,6,15500
3,2004,64552,6,4500
4,2016,74850,8,34700
16,2012,185000,6,7500
54,2013,110000,8,15550
1,2016,72836,8,18000
38,2020,8400,6,80000
13,2015,183000,6,13500
41,2001,71448,4,6500
4,2021,12771,8,60995
26,2009,125900,6,32000
49,2021,26000,6,42500
38,2008,170000,5,6500
4,2015,51983,8,34900
27,2005,191775,4,8250
52,2022,1050,6,36000
53,2016,70700,6,21000
15,2023,2121,8,47000
35,2005,137200,7,12000
